API Number,Job End Date (File A),FirstProdDate (File B),ENVWellStatus,API14,api10,state,refrac_date,first_prod_dt,well_age_yrs,job_year,refrac_seq,well_n_refracs,is_injector,lat,lon,operator,county,tvd_ft,frac_water_bbl,dist_nearest_ft,n_offsets_660ft,n_offsets_1320ft,n_offsets_2640ft,n_offsets_2640ft_pre_refrac,known_injector_within_radius,incremental_oil_12mo,relative_uplift,success_flag,label_status,months_on_prod_at_refrac,cum_oil_at_refrac,cum_water_at_refrac,cum_gas_at_refrac,last6_oil_rate,last12_oil_rate,ip30_oil,ip90_oil,peak_oil,months_to_peak,underperf_ratio,pre_arps_Di,pre_arps_b,water_cut_at_refrac,gor_at_refrac,TVD_FT,MD_FT,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,NumberOfStrings,PerfInterval_FT,UpperPerf_FT,LowerPerf_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,Proppant_LBS,ProppantIntensity_LBSPerFT,ProppantLoading_LBSPerGAL,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,OilTestRate_BBLPerDAY,TestRate_BOEPerDAY,GasTestRate_MCFPerDAY,WaterTestRate_BBLPerDAY,FlowingTubingPressure_PSI,ChokeSize_64IN,First3MonthOil_BBL,First12MonthOil_BBL,First3MonthProd_BOE,First12MonthProd_BOE,WHLiquids_PCT,GOR_ScfPerBbl,ENVProppantType,ENVProppantBrand,ENVProducingMethod,ENVWellboreStatus,InjectorWellClass,Formation,Field,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVRegion,orig_proppant_lbs,orig_fluid_bbl,orig_frac_stages,orig_proppant_intensity,n_formation_tops,shallowest_top_ft,deepest_top_ft,formation_column_ft
30015292280000,2018-04-04 06:00:00,1997-03-01,PRODUCING,30015292280000,3001529228,NM,2018-04-04 06:00:00,1997-03-01,21.09240246406571,2018,1,1,False,,,,,,,,,,,,,6737.000389997794,112.28406967562012,0.0,ok,254.0,32294.0,32769.0,8580073.0,129.16666666666666,64.58333333333333,0.0,160.66666666666666,775.0,253.0,0.4019709543568465,1.0000000000002295e-06,1.1931413834154192e-06,0.9307912127165564,1892.903225806452,2392.0,5865.0,5840.0,2386.0,2.0,57.0,7184.0,7241.0,3094.0,16.0,,1958620.0,586.0,0.75,61873.0,18.0,2598646.0,777.0,,,5352.0,1859.0,,,,12510.0,,286762.0,,,,,66.0,81.0,87.0,417.0,170.0,,482.0,3724.0,54397.0,212324.0,4.0,162999.0,,,,UNREPORTED,,UPPER PENN PRO GAS,WILDCAT 015 G-3 2223S3K YESO,DELAWARE,DELAWARE,DELAWARE WEST EXTENSION,MIDDLE AVALON,PERMIAN,,,,,3.0,465.0,2100.0,1635.0
30015297200000,2011-10-28 00:00:00,1970-01-01,PRODUCING,30015297200000,3001529720,NM,2011-10-28 00:00:00,1970-01-01,41.82067077344285,2011,1,1,False,32.853688816976,-103.84356939407,Chevron USA Inc.,Eddy,,,2016.0121278645345,0.0,0.0,7.0,0.0,0.0,11098.999987931064,919633828.8780644,0.0,ok,202.0,175821.0,11761.0,8971409.0,0.0,0.0,0.0,0.0,17906.0,44.0,0.0,4.828945562896503,0.0368950799197226,,,12359.0,12359.0,7056.0,,3.0,14.0,12078.0,12092.0,,1.0,,619564.0,573.0,1.27,11608.0,11.0,487549.0,451.0,,,225.0,319.0,987.0,1998.0,,671.0,14413.0,1724.0,,38653.0,,,30.0,407.0,2260.0,,3450.0,,447.0,1872.0,541.0,2230.0,14.0,37708.0,,,PUMPING,PRODUCING,,PADDOCK,FREN,PERMIAN OTHER,YESO,YESO,YESO ALL,PERMIAN,,,,,17.0,642.0,12210.0,11568.0
30015301380000,2015-06-30 11:49:00,1998-09-01,PRODUCING,30015301380000,3001530138,NM,2015-06-30 11:49:00,1998-09-01,16.826830937713893,2015,1,1,False,32.795996,-104.184054,Apache Corporation,Eddy,3716.0,88326.0,526.7009151976873,1.0,6.0,20.0,18.0,0.0,2392.7658337784555,1.746245928443434,0.0,ok,202.0,131387.0,96481.0,212972.0,115.16666666666669,118.25,4629.0,2977.0,4629.0,0.0,0.0397211958347329,0.0431098507867894,1.1999999999872268,0.7203561311210036,4659.913169319826,4000.0,4000.0,3953.0,,2.0,400.0,3400.0,3800.0,,1.0,,145135.0,363.0,0.58,5989.0,15.0,251538.0,629.0,,,66.0,114.0,,169.0,450.0,594.0,3465.0,,149.0,315.0,,,346.0,388.0,254.0,217.0,0.0,,8931.0,24121.0,10745.0,29201.0,78.0,1655.0,SAND ONLY,,PUMPING,PRODUCING,,GLORIETA-YESO O,ARTESIA,PERMIAN OTHER,YESO,YESO,LOWER PADDOCK,PERMIAN,145135.0,5989.0,1.0,363.0,7.0,375.0,3482.0,3107.0
30015302910000,2018-06-26 08:53:00,1998-09-01,PRODUCING,30015302910000,3001530291,NM,2018-06-26 08:53:00,1998-09-01,19.81656399726215,2018,1,1,False,32.817394,-103.997383,COG Operating LLC,Eddy,4260.0,1.0,598.7709036642716,2.0,3.0,7.0,5.0,0.0,9413.999987931064,780019178.6082618,0.0,ok,238.0,107151.0,238061.0,258322.0,0.0,0.0,898.0,2199.333333333333,2907.0,1.0,0.0,4.828945562896503,0.0368950799197226,,,5524.0,5524.0,4340.0,,3.0,438.0,4390.0,4828.0,,2.0,,,,,11490.0,15.0,482580.0,627.0,,,265.0,10101.0,,,2216.0,,16486.0,10491.0,,1734.0,,,85.0,97.0,70.0,297.0,,,6598.0,25761.0,7630.0,30319.0,72.0,2354.0,,,PUMPING,PRODUCING,,SR-Q-G-SA,GRAYBURG JACKSON,PERMIAN OTHER,YESO,YESO,UPPER PADDOCK,PERMIAN,,,,,3.0,2116.0,4308.0,2192.0
30015302930000,2018-06-06 08:53:00,1998-08-01,PRODUCING,30015302930000,3001530293,NM,2018-06-06 08:53:00,1998-08-01,19.8466803559206,2018,1,1,False,32.81739,-103.99543,COG Operating LLC,Eddy,4013.0,1123345.0,34.09711186733878,2.0,3.0,8.0,5.0,0.0,9272.934324475702,577.1891950918318,0.0,ok,239.0,157672.0,584375.0,299552.0,0.0,1.4166666666666667,1492.0,2856.6666666666665,4397.0,8.0,0.0004959159859976,0.1266805895789004,1.1004982455979036e-06,1.0,,4935.0,4935.0,4906.0,,3.0,453.0,4422.0,4875.0,,2.0,,750609.0,959.0,0.67,26746.0,34.0,1123345.0,1435.0,,,674.0,,,,,6842.0,,10497.0,,4137.0,,,173.0,190.0,101.0,692.0,,,8570.0,40505.0,9748.0,45558.0,76.0,1933.0,,,PUMPING,PRODUCING,,SR-Q-G-SA,GRAYBURG JACKSON,PERMIAN OTHER,YESO,YESO,LOWER BLINEBRY,PERMIAN,,,,,3.0,2131.0,4337.0,2206.0
30015306480000,2014-09-05 01:00:00,1999-08-01,PRODUCING,30015306480000,3001530648,NM,2014-09-05 01:00:00,1999-08-01,15.096509240246409,2014,1,1,False,32.731290721974325,-103.9109496366549,Merit Energy Company,Eddy,9850.0,165102.0,2450.4982444412485,0.0,0.0,1.0,0.0,0.0,2902.0003899964554,48.36698754916945,0.0,ok,182.0,338824.0,83601.0,437312.0,37.5,18.75,2946.0,3637.6666666666665,7784.0,12.0,0.0051544030055896,1.0000000000000002e-06,1.1812017829561483,0.923417290673928,21835.555555555555,9850.0,9850.0,8268.0,,,50.0,8180.0,8230.0,,,,170127.0,,0.61,6594.0,,276927.0,,102.0,140.0,238.0,147.0,,1479.0,,,6650.0,179.0,,892.0,,,96.0,104.0,45.0,333.0,,,10913.0,57953.0,12113.0,64389.0,81.0,1381.0,,,FLOWING,PRODUCING,,BONE SPRING NORTH,SHUGART,DELAWARE,DELAWARE,DELAWARE NORTHWEST MARGIN,DELAWARE VERTICAL,PERMIAN,,,,,8.0,4668.0,9675.0,5007.0
30015313850000,2013-07-18 00:00:00,2001-02-01,PRODUCING,30015313850000,3001531385,NM,2013-07-18 00:00:00,2001-02-01,12.457221081451062,2013,1,1,False,32.818259603369626,-103.8762901294575,Chevron USA Inc.,Eddy,5018.0,107562.0,1299.9232802520028,0.0,1.0,2.0,1.0,0.0,1748.7459986476326,2.352824196661908,0.0,ok,150.0,22297.0,267907.0,33869.0,55.16666666666666,67.33333333333333,62.0,375.3333333333333,666.0,3.0,0.1793960923623445,0.0873692117888307,1.0235107157364069e-06,0.8292934502320783,2619.3353474320243,6626.0,6710.0,5380.0,,3.0,312.0,4899.0,5211.0,,,,132032.0,,1.23,2190.0,7.0,91998.0,295.0,,,36.0,526.0,,,1192.0,,7495.0,19510.0,314.0,1010.0,,70.0,14.0,17.0,20.0,771.0,,,1126.0,3354.0,1296.0,3936.0,69.0,2725.0,,,OTHER,PRODUCING,,PADDOCK,FREN,PERMIAN OTHER,YESO,YESO,DRINKARD,PERMIAN,,2190.0,,,4.0,2556.0,4892.0,2336.0
30015314210000,2011-10-31 00:00:00,2001-02-01,PRODUCING,30015314210000,3001531421,NM,2011-10-31 00:00:00,2001-02-01,10.743326488706366,2011,1,1,False,32.80200898524097,-104.13961751513013,Apache Corporation,Eddy,,,384.6710009346139,3.0,9.0,29.0,9.0,0.0,2398.628073982616,1.5561643711652524,0.0,ok,129.0,33944.0,111118.0,70916.0,77.0,139.5,1353.0,1065.0,1353.0,0.0,0.1309859154929577,0.1017984812572248,1.0000147549452143e-06,0.8906508875739645,4326.839826839827,4309.0,4309.0,4286.0,,,510.0,3718.0,4228.0,,,,257336.0,,1.47,4180.0,,175560.0,,,,135.0,828.0,,897.0,1575.0,,10614.0,,325.0,6185.0,,,42.0,49.0,39.0,217.0,,,3195.0,10084.0,3559.0,11507.0,60.0,3951.0,,,PUMPING,PRODUCING,,GLORIETA-YESO O,ARTESIA,PERMIAN OTHER,YESO,YESO,LOWER PADDOCK,PERMIAN,,,,,4.0,652.0,3712.0,3060.0
30015314240000,2011-11-01 00:00:00,2001-03-01,PRODUCING,30015314240000,3001531424,NM,2011-11-01 00:00:00,2001-03-01,10.6694045174538,2011,1,1,False,32.79813906605268,-104.14450763228469,Apache Corporation,Eddy,,,191.38769688261343,2.0,8.0,23.0,6.0,0.0,256.49425525940205,0.1421410023254172,0.0,ok,128.0,35722.0,252675.0,94765.0,75.83333333333333,184.91666666666663,1012.0,935.6666666666666,1012.0,0.0,0.1976309226932668,0.2238111549600399,1.0010923037737682e-06,0.0,5043.956043956044,4422.0,4422.0,4408.0,,,1454.0,2768.0,4222.0,,,,194929.0,,1.43,3243.0,,136206.0,,,,98.0,609.0,,685.0,1244.0,,8682.0,,325.0,5130.0,,,39.0,52.0,78.0,819.0,,,2807.0,6475.0,3520.0,8712.0,61.0,3884.0,,,PUMPING,PRODUCING,,QUEEN-GRAYBURG-SAN ANDRES | GLORIETA-YESO O,ARTESIA,PERMIAN OTHER,YESO,YESO,LOWER PADDOCK,PERMIAN,,,,,4.0,652.0,3809.0,3157.0
30015314990000,2013-10-08 06:00:00,2001-09-01,PRODUCING,30015314990000,3001531499,NM,2013-10-08 06:00:00,2001-09-01,12.101300479123887,2013,1,1,False,32.053671751794774,-103.907037876401,XTO Energy/ExxonMobil,Eddy,12662.0,104538.0,1727.5608550702927,0.0,0.0,5.0,0.0,0.0,2087.999987931066,173006165.03166038,0.0,ok,146.0,862.0,4931.0,24678.0,0.0,0.0,22.0,35.0,142.0,4.0,0.0,4.828945562896503,0.0368950799197226,,,12662.0,12662.0,9515.0,,3.0,121.0,11803.0,11924.0,,1.0,,48629.0,2431.0,0.47,2489.0,124.0,104538.0,5227.0,,,57.0,,,,,334.0,,,,207.0,,,6.0,19.0,80.0,18.0,,,105.0,377.0,839.0,1900.0,39.0,9192.0,,,FLOWING,PRODUCING,,BONE SPRING SOUTH,BRUSHY DRAW,DELAWARE,DELAWARE,DELAWARE WEST STATELINE,DELAWARE VERTICAL,PERMIAN,,,,,4.0,752.0,10480.0,9728.0
30015315610000,2018-06-04 08:53:00,2001-04-01,PRODUCING,30015315610000,3001531561,NM,2018-06-04 08:53:00,2001-04-01,17.17453798767967,2018,1,1,False,32.813766,-104.001678,COG Operating LLC,Eddy,3985.0,1091458.0,1319.0019614573423,0.0,1.0,6.0,3.0,0.0,17716.608464678942,19.207253954810295,1.0,ok,207.0,37468.0,142774.0,158654.0,65.33333333333333,80.16666666666667,64.0,460.3333333333333,778.0,4.0,0.1741491672700941,0.045795544709001,1.000000588835116e-06,0.9238539238539238,2709.183673469388,5017.0,5017.0,4322.0,,3.0,215.0,4464.0,4679.0,,2.0,,751209.0,922.0,0.69,25987.0,32.0,1091458.0,1339.0,,,679.0,,,,,6715.0,,10497.0,,4071.0,,,58.0,73.0,91.0,465.0,,,1381.0,6440.0,2013.0,9565.0,65.0,3181.0,,,PUMPING,PRODUCING,,SR-Q-G-SA,GRAYBURG JACKSON,DELAWARE,DELAWARE,DELAWARE NORTHWEST MARGIN,DELAWARE VERTICAL,PERMIAN,,,,,3.0,2126.0,4384.0,2258.0
30015315640000,2017-05-24 07:18:00,2001-03-01,PRODUCING,30015315640000,3001531564,NM,2017-05-24 07:18:00,2001-03-01,16.229979466119097,2017,1,1,False,32.815579,-103.997383,COG Operating LLC,Eddy,7000.0,1085189.0,662.135144812237,0.0,4.0,6.0,1.0,0.0,-1.2068934003299588e-05,-1.0,0.0,ok,195.0,38636.0,110643.0,145466.0,0.0,0.0,301.0,1009.3333333333334,1632.0,7.0,0.0,4.828945562896503,0.0368950799197226,,,5801.0,5801.0,4373.0,,3.0,242.0,4456.0,4698.0,,2.0,,751570.0,,0.69,25838.0,100.0,1085189.0,4217.0,,,635.0,,,,,6788.0,,10497.0,,5336.0,,,85.0,105.0,121.0,386.0,,,3028.0,14322.0,4240.0,20263.0,64.0,3310.0,,,PUMPING,PRODUCING,,SR-Q-G-SA,GRAYBURG JACKSON,PERMIAN OTHER,YESO,YESO,YESO ALL,PERMIAN,,,,,3.0,2121.0,4372.0,2251.0
30015316640000,2012-10-30 00:00:00,2001-08-01,PRODUCING,30015316640000,3001531664,NM,2012-10-30 00:00:00,2001-08-01,11.247091033538672,2012,1,1,False,32.82157951155355,-103.8778301914432,Chevron USA Inc.,Eddy,5384.0,130230.0,1299.9232802520028,0.0,1.0,6.0,2.0,0.0,2493.34888407277,4.77972500766315,0.0,ok,135.0,66037.0,356600.0,110716.0,49.16666666666666,43.91666666666666,174.0,771.0,1291.0,58.0,0.0569606571552096,0.0106901478554641,1.1999999999999995,0.8674752920035939,2932.2033898305085,4708.0,4722.0,,,3.0,278.0,4814.0,5092.0,,1.0,,130450.0,,1.0,2107.0,8.0,88499.0,318.0,,,,,,90.0,,,,,,26883.0,,,1.0,1.0,1.0,1.0,1.0,64.0,2313.0,6800.0,2801.0,8630.0,66.0,3094.0,,,PUMPING,PRODUCING,,PADDOCK,FREN,PERMIAN OTHER,YESO,YESO,YESO ALL,PERMIAN,,2107.0,1.0,,4.0,2475.0,4808.0,2333.0
